title,url
Слепая зона?,https://www.youtube.com/watch?v=JJwTQariof8
Быстренько проскочить не удалось,https://www.youtube.com/watch?v=WiojVLEX_rM
Избегал столкновения с встречным авто,https://www.youtube.com/watch?v=vdZh_vtatzk
Жесткое столкновение,https://www.youtube.com/watch?v=wIYi37N2c5Y
Дороги в Петрозаводске,https://www.youtube.com/watch?v=5UOJu7EGYd0
Наезд на пешехода,https://www.youtube.com/watch?v=EfJ5SYyLajg
Дорожный конфликт,https://www.youtube.com/watch?v=nQ4sk6y3dxk
Провокатор,https://www.youtube.com/watch?v=b8ngF9vVbjg
Отскочили в последний момент,https://www.youtube.com/watch?v=H5aKtrkEznI
Сбил человека,https://www.youtube.com/watch?v=3KGrRluvKrI
Улетный маневр,https://www.youtube.com/watch?v=F0vlEpgIPKo
Сбил ребенка на пешеходном переходе,https://www.youtube.com/watch?v=DSeZQjzPJd8
Попытка проскочить на красный,https://www.youtube.com/watch?v=PWGk6ezqfK0
Натворил дел,https://www.youtube.com/watch?v=oArex3rWs_c
Автобус сбил пешехода,https://www.youtube.com/watch?v=A9PmALqXmK8
Выкинуло на встречную полосу,https://www.youtube.com/watch?v=2PX34VfNIjI
Не все успели отбежать,https://www.youtube.com/watch?v=wthiXBEOb70
Куча-мала,https://www.youtube.com/watch?v=G0BFY0-CnBI
Перевертыш,https://www.youtube.com/watch?v=9Vx0eHJtjc0
Плохая видимость,https://www.youtube.com/watch?v=n-wKUOtOm84
Не рассчитал траекторию,https://www.youtube.com/watch?v=m_du1vpdThI
Перекрыли проезд,https://www.youtube.com/watch?v=vsGu9T1RDTU
Влетел в столб,https://www.youtube.com/watch?v=7iT_aDIh7HE
Лопнуло колесо у трактора,https://www.youtube.com/watch?v=BkzBGfmh4S8
Не пропустил,https://www.youtube.com/watch?v=7cSNidRRKuk
Теперь постоим вдвоем,https://www.youtube.com/watch?v=isabRq7nt0U
Экскаватор сбил пешехода,https://www.youtube.com/watch?v=JAkTan4H6fo
Не пропустил автобус,https://www.youtube.com/watch?v=MmpBMhtVoqU
Резко затормозил,https://www.youtube.com/watch?v=p4i2l7U7k3Q
Уходил от столкновения,https://www.youtube.com/watch?v=Am5EFjddGn8
Берегись!,https://www.youtube.com/watch?v=1wBD8sSMA_Q
Не успел проскочить,https://www.youtube.com/watch?v=x4MUeCKEPcQ
Спровоцировал ДТП и скрылся,https://www.youtube.com/watch?v=YxFxNol5WVs
Скрылся с места ДТП,https://www.youtube.com/watch?v=BMJY3LfDWik
Лобовое столкновение,https://www.youtube.com/watch?v=r0COmQDqhcw
Далеко выехал,https://www.youtube.com/watch?v=TKVyv1JEdLc
Страшная трагедия в Костомукше,https://www.youtube.com/watch?v=3mypPdMsOTo
Заварил кашу,https://www.youtube.com/watch?v=aXdw620k9x4
Бегом под колеса,https://www.youtube.com/watch?v=NppaWtMQPEs
Со второй попытки,https://www.youtube.com/watch?v=TOoqnAX3RRk
А теперь едем в обратную сторону,https://www.youtube.com/watch?v=C50Db0eivzs
ДТП при повороте,https://www.youtube.com/watch?v=qMuwIUKo43k
Вдребезги,https://www.youtube.com/watch?v=sN9FWapq2n0
А кто то ждет Скорую,https://www.youtube.com/watch?v=z1vxMT_xERE
Столновения избежать не удалось,https://www.youtube.com/watch?v=qcmxQtNhCfM
Сбит пешеход,https://www.youtube.com/watch?v=TKZeRYxA4rg
Попытка проскочить на красный,https://www.youtube.com/watch?v=0fUfmsaLOdA
Ребенок выскочил под колеса,https://www.youtube.com/watch?v=45tuem9kvOo
Приехали,https://www.youtube.com/watch?v=Xznae8mYVZQ
Столкнулись на пустом перекрестке,https://www.youtube.com/watch?v=pr3vO0aj_Rs
Сбили пешехода,https://www.youtube.com/watch?v=dxjGPCY1-94
Поворот не глядя,https://www.youtube.com/watch?v=dIWntLk_SNc
Потерпевший убежал,https://www.youtube.com/watch?v=touZhKY4JmU
ДТП на перекрестке,https://www.youtube.com/watch?v=ehS1nUDpzgg
Больно смотреть,https://www.youtube.com/watch?v=iQ6oHz75IU4
ДТП при обгоне,https://www.youtube.com/watch?v=ge3Cpxd93o4
ДТП на перекрестке,https://www.youtube.com/watch?v=i720SHN8LuA
Влетел в пожарную машину,https://www.youtube.com/watch?v=bTQY-5guyCQ
Куда вообще смотрел?,https://www.youtube.com/watch?v=hDsXx2rbJR0
От полученных травм пешеходы скончались на месте,https://www.youtube.com/watch?v=q-peHy7Pl_A
Осенний мотопробег,https://www.youtube.com/watch?v=7leL0YtBJ6s
Развернуло на 360,https://www.youtube.com/watch?v=lcQRSfNvQkw
Сбил девушку на переходе,https://www.youtube.com/watch?v=sTjJzoxVZN8
Засмотрелся,https://www.youtube.com/watch?v=YNzEKx7AFxE
Что ж так медленно,https://www.youtube.com/watch?v=_dY75jhAHp4
Как ни в чём не бывало,https://www.youtube.com/watch?v=bCnZ_FVh0pk
Двое пострадавших,https://www.youtube.com/watch?v=8IPD5Q0OfRU
Вот это развернуло!,https://www.youtube.com/watch?v=nECDoCi-BEc
Не смогли разъехаться,https://www.youtube.com/watch?v=a3lh0-e0w24
Пожар на Перевалке,https://www.youtube.com/watch?v=c2BMoLECc4M
Курьезный случай,https://www.youtube.com/watch?v=IZonTVu8lLc
Печальный исход,https://www.youtube.com/watch?v=sZdeWwBv-7Q
На этот раз обошлось,https://www.youtube.com/watch?v=1DKGk_EpiNU
Летит на красный,https://www.youtube.com/watch?v=DtwTn_1aAzo
Нестандартная ситуация,https://www.youtube.com/watch?v=ZPf7OsDdHH0
Избегая аварии,https://www.youtube.com/watch?v=fgN_iB6LNCo
Третьему повезло,https://www.youtube.com/watch?v=YTXfR-2LBjg
"Не надо ждать, давайте по встречке",https://www.youtube.com/watch?v=8j1HqPHvsxU
Бегом под колеса,https://www.youtube.com/watch?v=ua5ydfWMKlQ
Грубо подвинул,https://www.youtube.com/watch?v=qHo2uAXex1Y
Убедитесь в безопасности маневра,https://www.youtube.com/watch?v=KBD5fRbvWbU
Любишь кататься — люби и саночки возить,https://www.youtube.com/watch?v=5kDErST8v4s
Да как так-то?,https://www.youtube.com/watch?v=-tme287M49g
Передумал поворачивать,https://www.youtube.com/watch?v=hzVpjDEjPkc
Куда летел?,https://www.youtube.com/watch?v=VMUcd_Ctydo
Жалко собаку,https://www.youtube.com/watch?v=b_8pVUZ-TJg
Не спеши,https://www.youtube.com/watch?v=HnN7CvKKNyU
Немного промахнулся,https://www.youtube.com/watch?v=rxKDrFQ07DY
Странный маневр,https://www.youtube.com/watch?v=tvm4GXM0_lI
Снес светофор,https://www.youtube.com/watch?v=wGpLlEkD-zs
Выбежал под колеса,https://www.youtube.com/watch?v=s-9I4jjo9a4
Велосипедист наехал на автомобиль,https://www.youtube.com/watch?v=7_t3dSJp8_o
Подрезал,https://www.youtube.com/watch?v=DWwOVoGpCy4
Негабаритный груз,https://www.youtube.com/watch?v=5wjQbIeUN7k
Бампер вдребезги,https://www.youtube.com/watch?v=JohW6AyyU7I
Торопыга,https://www.youtube.com/watch?v=KURP0-4Kvdc
Чуть не врезались,https://www.youtube.com/watch?v=nr-MUb7Pw4I
Скрылся с места ДТП,https://www.youtube.com/watch?v=_St4Tg93h0s
Столкнулись на пустом перекрестке,https://www.youtube.com/watch?v=PfCjUDbAE9g
Перевернулся набок от столкновения,https://www.youtube.com/watch?v=muA3SAsikog
"Стоял, никого не трогал",https://www.youtube.com/watch?v=LlPHyOWgIJA
ДТП на перекрестке,https://www.youtube.com/watch?v=8ZL4B4bVB9I
Тройное ДТП,https://www.youtube.com/watch?v=xKa55k5P-24
Сбили пешехода,https://www.youtube.com/watch?v=ZZAeUJe9leQ
Страшное падение,https://www.youtube.com/watch?v=d5c8nJyBEjI
Горим!,https://www.youtube.com/watch?v=gwr4ffTTa3E
Чирк,https://www.youtube.com/watch?v=wlujuY43lPM
Пострадали водитель и пассажир мотоцикла,https://www.youtube.com/watch?v=eX_85FQgtgY
Не вписался в поворот,https://www.youtube.com/watch?v=KDQBFpEkjM4
Интересная траектория,https://www.youtube.com/watch?v=ka6Wl1v6_YM
Кошмар автомобилиста,https://www.youtube.com/watch?v=hwqVDziShok
Выезд на главную,https://www.youtube.com/watch?v=T4VOQFbVS-o
Пешеход госпитализирован,https://www.youtube.com/watch?v=TfF9SzzDNA8
Отвалилось колесо,https://www.youtube.com/watch?v=g7jDxZGc_sY
Перегородили дорогу,https://www.youtube.com/watch?v=Wa0RXZ-MgEI
Сбежал с места ДТП,https://www.youtube.com/watch?v=9nAobLlbTt4
Обошлось без жертв,https://www.youtube.com/watch?v=oYVqhvf_pe0
Таран,https://www.youtube.com/watch?v=NQ7wM5Fh61o
Разборка на проезжей части,https://www.youtube.com/watch?v=TYe11K5u0H0
Слона-то я и не приметил,https://www.youtube.com/watch?v=fmWzzg7NJIw
Выезд на встречку,https://www.youtube.com/watch?v=yifJGwochuU
Как же так?,https://www.youtube.com/watch?v=tadr-1CM9Pk
Не успел,https://www.youtube.com/watch?v=R0PJbSXcnDQ
Виновник очевиден,https://www.youtube.com/watch?v=d3yq4HaxlPU
Утрамбовал,https://www.youtube.com/watch?v=CZE9-A2tn5A
Смотрел в другую сторону,https://www.youtube.com/watch?v=2QbygNU-9L0
Как так то?,https://www.youtube.com/watch?v=sF7zjA3U6CA
Обгон по встречке,https://www.youtube.com/watch?v=5BdZ6aVqoyk
Взрыв автомобиля,https://www.youtube.com/watch?v=JH-KnztcDTY
Поздно пятиться,https://www.youtube.com/watch?v=auLSj5z5Dp4
Куда же повернуть?,https://www.youtube.com/watch?v=j-TeZ7QsfxA
Поцарапал,https://www.youtube.com/watch?v=y0QRAfdqlo8
"Гражданин, пройдемте!",https://www.youtube.com/watch?v=NHYZavAcQYw
Вылетел с проезжей части,https://www.youtube.com/watch?v=cBBWZCWXYec
Опять метеорит?,https://www.youtube.com/watch?v=KPv7iXOB6f8
Сам себя наказал,https://www.youtube.com/watch?v=XyoxMoLtjPg
Столкнулись на пустой дороге,https://www.youtube.com/watch?v=Vwa1jbw2_iE
Держи дистанцию,https://www.youtube.com/watch?v=fvuRHQVCtSI
Главный на кольце,https://www.youtube.com/watch?v=owAVWUVWVQI
Собака выскочила прямо под колеса,https://www.youtube.com/watch?v=6DdOzJGUqYI
Срезал путь,https://www.youtube.com/watch?v=QsFHebrEH8E
Тройное ДТП,https://www.youtube.com/watch?v=eRgcFTCWFrE
ДТП при повороте,https://www.youtube.com/watch?v=ejSTG6lV_EA
Поплатился фарой,https://www.youtube.com/watch?v=V1zfu83n3Cc
Объехать не получилось,https://www.youtube.com/watch?v=4f7IcbwFV1Y
ДТП в момент смены сигналов светофора,https://www.youtube.com/watch?v=mVZSOD9vJh4
Влетел в пожарный автомобиль,https://www.youtube.com/watch?v=lFQaxhMEnU4
Внезапно решил повернуть,https://www.youtube.com/watch?v=bK3Eu2mDfhY
Куда смотрел водитель,https://www.youtube.com/watch?v=f2x9nOMduXY
Снес ограждение.,https://www.youtube.com/watch?v=Khex3e-bqSs
ДТП.Страшные последствия уличных гонок.,https://www.youtube.com/watch?v=1rnUNkzE-uM
Погуляли с собачкой,https://www.youtube.com/watch?v=GAYTpiQfz-A
Сбили ребенка,https://www.youtube.com/watch?v=R74XRlVup6o
Дотолкаем,https://www.youtube.com/watch?v=CS5M0nWrSHE
Зазевался,https://www.youtube.com/watch?v=2o3KUeLfaZU
Браво!,https://www.youtube.com/watch?v=U9bZE4rSAuA
Виновато дерево,https://www.youtube.com/watch?v=l8A9hmBtxV8
Карма,https://www.youtube.com/watch?v=E0HSqmwmqP0
Лоб в лоб,https://www.youtube.com/watch?v=4j8fpOfPkM8
Отделался легким испугом,https://www.youtube.com/watch?v=SG3EGCTLeIA
Зачем так спешить,https://www.youtube.com/watch?v=eN1QigvxTps
Главное поворотник включить,https://www.youtube.com/watch?v=mTlYdBdO7Ho
Торопыга,https://www.youtube.com/watch?v=hwMZWRmPrO8
Психанул,https://www.youtube.com/watch?v=G1AYLl6Thbc
ДТП на перекрестке,https://www.youtube.com/watch?v=XlPhELeQnFg
Отрываясь от земли,https://www.youtube.com/watch?v=vWiJ8rPDvjI
Вторжение,https://www.youtube.com/watch?v=uNLnaQteVxc
"Скрылся, разбив две машины",https://www.youtube.com/watch?v=LfLlOtWMaPQ
Да будет пробка,https://www.youtube.com/watch?v=YED_cpYziVM
Рано выскочил,https://www.youtube.com/watch?v=xzyMTzSNdzU
"Зацепил, но уехал",https://www.youtube.com/watch?v=yUfA8EH-j3w
Уходил от столковения,https://www.youtube.com/watch?v=RFU-qJvH8E0
Идет на таран,https://www.youtube.com/watch?v=dc3qTVXA_P0
Вынесло на встречку,https://www.youtube.com/watch?v=VoFlF4W_iQE
Как-то так,https://www.youtube.com/watch?v=h0SZnFy88BI
ДПС тут как тут,https://www.youtube.com/watch?v=8Tas2jLCKCM
Зацепер,https://www.youtube.com/watch?v=nJcYy63Sm-k
Парное катание,https://www.youtube.com/watch?v=sH0oJRcT0tI
ДТП на перекрестке,https://www.youtube.com/watch?v=Mxnkr2vAOl4
Горе-дрифтеры,https://www.youtube.com/watch?v=P4BwiFzpC-I
Бампер вдребезги,https://www.youtube.com/watch?v=AsO38l8UiEA
Пассажир вылетел из автомобиля,https://www.youtube.com/watch?v=JLldu-wvfE0
Медвежья услуга,https://www.youtube.com/watch?v=TBW5t2vaK9s
Занесло на повороте,https://www.youtube.com/watch?v=hDU9xwKziws
Избежать столкновения не удалось,https://www.youtube.com/watch?v=3xG2HDOjfg4
Вылетел уже на красный,https://www.youtube.com/watch?v=yt9Plfmg46A
Третий успел отскочить,https://www.youtube.com/watch?v=MiP4It1cREM
Вынесло на встречку,https://www.youtube.com/watch?v=o2eB18Rlxks
Не уступил дорогу,https://www.youtube.com/watch?v=PBuT9cIz7Bo
"Вылезай, приехали",https://www.youtube.com/watch?v=yiuuBcMgQak
Переходил на запрещающий сигнал светофора,https://www.youtube.com/watch?v=Yjj8IOi4ZhM
Ворота рухнули на детей,https://www.youtube.com/watch?v=f7xR2_dX8VE
Пострадали два пешехода,https://www.youtube.com/watch?v=jb79GHPhN5M
Больше не торопится,https://www.youtube.com/watch?v=kZaj0HgkrLU
Никого не задавил?,https://www.youtube.com/watch?v=Nj2hgCI4zbQ
Не разъехались,https://www.youtube.com/watch?v=PAAN3fiHKOk
Слепая зона?,https://www.youtube.com/watch?v=-Xh8PPX786E
Лучше бы немного подождал,https://www.youtube.com/watch?v=zH7XjnNYP3E
Развернусь сейчас,https://www.youtube.com/watch?v=KUEnXZy2Gx0
Спровоцировал наезд на  пешехода,https://www.youtube.com/watch?v=B4J9bwzzUd4
ДТП на перекрестке,https://www.youtube.com/watch?v=iVz2yj1KRMU
Желающих подвезти не нашлось,https://www.youtube.com/watch?v=9usLDcb-RBk
Рано выскочил,https://www.youtube.com/watch?v=ezsbjJ2UNQ8
ДТП на перекрестке,https://www.youtube.com/watch?v=pSbZd6_YHc4
Изменил направление,https://www.youtube.com/watch?v=kvcxLBqilos
Не рассчитал траекторию,https://www.youtube.com/watch?v=VkoZTNJEuNc
Скрылся с места ДТП со смертельным исходом,https://www.youtube.com/watch?v=ZthlYHZf-hs
Не догонишь,https://www.youtube.com/watch?v=jhO6U_mPdkM
Двойной удар,https://www.youtube.com/watch?v=fkAl_1AJCkY
"Не трамвай, объедет!",https://www.youtube.com/watch?v=jHKhgda3LUc
ДТП с возгоранием,https://www.youtube.com/watch?v=jJFASZnDfhE
ДТП при развороте,https://www.youtube.com/watch?v=m994Eq-Z91U
Пострадал пешеход,https://www.youtube.com/watch?v=EkF825Zy9sA
Не проедешь,https://www.youtube.com/watch?v=wR5KRfxtRYc
Поворот под стрелку,https://www.youtube.com/watch?v=JPiY93pKrxo
Неожиданный удар,https://www.youtube.com/watch?v=Yc-vmRJ3ghU
Не уступил дорогу,https://www.youtube.com/watch?v=Nbx10zd5060
Повезло,https://www.youtube.com/watch?v=TG4jPT07wKk
"Уважаемые пассажиры, держитесь за поручни!",https://www.youtube.com/watch?v=XENo0Rl068s
Обошлось,https://www.youtube.com/watch?v=CNheenuzETM
Вдребезги,https://www.youtube.com/watch?v=WUbDPzhvUfE
Почему стоим?,https://www.youtube.com/watch?v=hjEFOjW3_M8
Занесло,https://www.youtube.com/watch?v=9NkPYChoRGI
Тройное ДТП,https://www.youtube.com/watch?v=vkcenrmJFjs
Сбили пешехода,https://www.youtube.com/watch?v=eUXvAhK1HyU
Отъедем в сторонку,https://www.youtube.com/watch?v=l62oz-p1jW0
Неудачный маневр,https://www.youtube.com/watch?v=PfLc0B4FsG0
Сбил пешехода,https://www.youtube.com/watch?v=pH1OaqZ-V1k
Сбили на  пешеходном переходе,https://www.youtube.com/watch?v=lsXKH7T6xhM
А посмотреть по сторонам?,https://www.youtube.com/watch?v=VQAlB-U-H74
Дтп на перекрестке,https://www.youtube.com/watch?v=e_DfLLFA_k4
Не глядя перестроился,https://www.youtube.com/watch?v=fHo5Xn_Kb5M
Неуправляемый микроавтобус,https://www.youtube.com/watch?v=u68yKKscJng
Дрифтер сбил пешехода,https://www.youtube.com/watch?v=da7bJU3EEsU
ДТП на перекрестке,https://www.youtube.com/watch?v=aCOlH6S6W-U
Потерял пассажира,https://www.youtube.com/watch?v=5hx6C0mJjUU
Жесткое ДТП,https://www.youtube.com/watch?v=qGl8KF8VDfw
Прямо под колеса,https://www.youtube.com/watch?v=SpJB8U63Yvo
Не смогли разъехаться,https://www.youtube.com/watch?v=aUaRdDu1Vuc
Тройное ДТП,https://www.youtube.com/watch?v=H2RPw9fkhN8
Пробежка закончилась в больнице,https://www.youtube.com/watch?v=0z7NjJ8Rlf0
По ступенькам не едет,https://www.youtube.com/watch?v=LqL8fd-vZ9g
Не пропустил,https://www.youtube.com/watch?v=p1QaPR7hXv8
Торопыга,https://www.youtube.com/watch?v=zSFO45tg8nI
ДТП при повороте,https://www.youtube.com/watch?v=enJQ5eR3fNU
ДТП на кольце,https://www.youtube.com/watch?v=u29HK-rwyfg
Стартуем вместе,https://www.youtube.com/watch?v=n5S3JUo1U3E
ДТП на пустом перекрестке,https://www.youtube.com/watch?v=DYX5OPJQ_ig
Вовремя остановился,https://www.youtube.com/watch?v=uUWyElsFHCU
Пробраться не получилось,https://www.youtube.com/watch?v=ZZy5_IBIPSs
Скрылся во  дворах,https://www.youtube.com/watch?v=Jg90YyiRWi8
Сложно выезжать,https://www.youtube.com/watch?v=ZYVnEjb0h2Y
Поздно пятиться,https://www.youtube.com/watch?v=wilU19tXl5o
Занесло,https://www.youtube.com/watch?v=IIvHvsqNnjk
Определяется с направлением,https://www.youtube.com/watch?v=s7L6jr_IrHY
На этот раз обошлось,https://www.youtube.com/watch?v=fJpQPAJIwUA
Врезался в автобус,https://www.youtube.com/watch?v=YxzIhGKeM4I
Дистанция,https://www.youtube.com/watch?v=_Guc5h7m6-o
Рисунок на снегу,https://www.youtube.com/watch?v=P7lDV8-kQzI
В Петрозаводске новый эвакуатор,https://www.youtube.com/watch?v=wsdlVl0Qjvg
Далеко выехал,https://www.youtube.com/watch?v=zQkMA2S1-2s
Занесло,https://www.youtube.com/watch?v=CAuRnQ3qWN0
Скатился с горки,https://www.youtube.com/watch?v=Y6mN2sU4-gk
Сбили пешехода,https://www.youtube.com/watch?v=7nc-xdAkEoE
Совсем запутался,https://www.youtube.com/watch?v=lyVGBhAFKbk
Переходил на красный сигнал светофора,https://www.youtube.com/watch?v=QtqZm8qKSbc
Убежал с места ДТП,https://www.youtube.com/watch?v=MLJlDxxT0b8
Неосмотрительный выезд,https://www.youtube.com/watch?v=Qp8EagM9EJk
Разворачивайся,https://www.youtube.com/watch?v=T349_sX2cgk
Помеха слева,https://www.youtube.com/watch?v=sFVoejKN33Q
Лезет под фуру,https://www.youtube.com/watch?v=uR7Y5WVinXE
Сбили пешехода,https://www.youtube.com/watch?v=u520esVXILU
Уже горит красный,https://www.youtube.com/watch?v=l4U1NNG0xLs
Слегка задел,https://www.youtube.com/watch?v=afrV7GOUXsU
Искатель приключений,https://www.youtube.com/watch?v=K6uZykIQKM8
Да я же пошутил,https://www.youtube.com/watch?v=WHHvKLjQBuY
Зазевался,https://www.youtube.com/watch?v=uA6z4JvcoZ0
Выздоравливай скорее!,https://www.youtube.com/watch?v=wZ1eY686NAc
Сбил на переходе,https://www.youtube.com/watch?v=S-xqiJ7Qyt4
Извиняется?,https://www.youtube.com/watch?v=lccH1J3suKw
Повторите с детьми ПДД!,https://www.youtube.com/watch?v=-jQhY4gRyM0
Куда рванул?,https://www.youtube.com/watch?v=SgTIoeZKZeU
Самое время проскочить,https://www.youtube.com/watch?v=W5ur5wqbEl0
Посмотрел на дальний светофор,https://www.youtube.com/watch?v=S7wMp8Bs1YE
"Все, приехали",https://www.youtube.com/watch?v=FLEJwiyH7Wo
Скрылся с места ДТП,https://www.youtube.com/watch?v=DeZUZWwgU7c
Утреннее шоу,https://www.youtube.com/watch?v=AbyiqXunkho
Претензий не имею,https://www.youtube.com/watch?v=Ba4wNnBrTnk
"Спасибо, что пропустил",https://www.youtube.com/watch?v=Nw34hqDBRPk
"Подвиньтесь, я спешу!",https://www.youtube.com/watch?v=4tfWyTN3utw
С добрым утром!,https://www.youtube.com/watch?v=c22HIkd0FEA
Поздно оглядываться,https://www.youtube.com/watch?v=a3Fh71PlbJo
Подрезал на кольце,https://www.youtube.com/watch?v=da-UAUawjhI
Срезал поворот,https://www.youtube.com/watch?v=epLb4KAz8Q8
Выезд на встречку,https://www.youtube.com/watch?v=Jm_O6U1s288
Проскочить не получилось,https://www.youtube.com/watch?v=TCvh5lhGkrY
Можно и так конечно,https://www.youtube.com/watch?v=1MOoCJcP6q4
Как будто так и было,https://www.youtube.com/watch?v=XIOX-Qos0LI
Отключили светофоры,https://www.youtube.com/watch?v=YwEiPsx0TM8
Сбил ребенка,https://www.youtube.com/watch?v=adV-vaIU1jY
Страшно смотреть,https://www.youtube.com/watch?v=vGddR9_1rTU
Сбил двоих,https://www.youtube.com/watch?v=hFAaSLOI6W0
Все ходы записаны,https://www.youtube.com/watch?v=Udo0r_19aGE
"Не спеши, а то успеешь.",https://www.youtube.com/watch?v=FH02dHZmSW0
"А что, так можно было?",https://www.youtube.com/watch?v=ZvV4PC_XiSk
Точка пересечения,https://www.youtube.com/watch?v=rl41Nj0Xx1E
Сила удара,https://www.youtube.com/watch?v=qfSKbmIyqGk
Приехали,https://www.youtube.com/watch?v=fdKM0jyQZcM
Награда нашла героя,https://www.youtube.com/watch?v=E-8aTTxzQWY
